,name,id,category,photoURL,ingredients
201,Kiss me Quick,15026,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/m7iaxu1504885119.jpg,"['Cranberry vodka', 'Apfelkorn', 'Schweppes Russchian', 'Apple juice', 'Ice']"
202,Kool First Aid,17006,Shot,https://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg,"['151 proof rum', 'Kool-Aid']"
203,Kentucky B And B,11602,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/sqxsxp1478820236.jpg,"['Bourbon', 'Benedictine']"
204,Kentucky Colonel,11604,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/utqwpu1478820348.jpg,"['Bourbon', 'Benedictine', 'Lemon peel']"
205,Kool-Aid Slammer,14446,Shot,https://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg,"['Kool-Aid', 'Vodka']"
206,Kiwi Papaya Smoothie,12714,Other/Unknown,https://www.thecocktaildb.com/images/media/drink/jogv4w1487603571.jpg,"['Kiwi', 'Papaya']"
207,Kill the cold Smoothie,12720,Other/Unknown,https://www.thecocktaildb.com/images/media/drink/7j1z2e1487603414.jpg,"['Ginger', 'Lemon', 'Water']"
208,Limeade,12704,Other/Unknown,https://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg,"['Lime', 'Sugar', 'Soda water', 'Lime peel']"
209,Lunch Box,14378,Beer,https://www.thecocktaildb.com/images/media/drink/qywpvt1454512546.jpg,"['Beer', 'Amaretto', 'Orange juice']"
210,Lemon Shot,12752,Shot,https://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg,"['Galliano', 'Absolut Citron', 'Lemon', 'Sugar', '151 proof rum']"
211,Long vodka,13196,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,"['Vodka', 'Lime', 'Angostura bitters', 'Tonic water', 'Ice']"
212,Lemon Drop,14366,Cocktail,https://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg,"['Absolut Vodka', 'Cointreau', 'Lemon']"
213,Loch Lomond,11658,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg,"['Scotch', 'Drambuie', 'Dry Vermouth', 'Lemon peel']"
214,London Town,11662,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg,"['Gin', 'Maraschino liqueur', 'Orange bitters']"
215,Lassi Khara,12692,Other/Unknown,https://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg,"['Yoghurt', 'Water', 'Salt', 'Asafoetida']"
216,Lassi Raita,12694,Other/Unknown,https://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg,"['Yoghurt', 'Ice', 'Sugar', 'Lime', 'Salt']"
217,Lemouroudji,12702,Other/Unknown,https://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg,"['Ginger', 'Water', 'Lemon', 'Sugar', 'Cayenne pepper']"
218,Lord And Lady,11670,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,"['Dark rum', 'Tia maria']"
219,Lassi - Sweet,12696,Other/Unknown,https://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg,"['Yoghurt', 'Water', 'Sugar', 'Salt', 'Lemon juice']"
220,Lassi - Mango,12698,Other/Unknown,https://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg,"['Mango', 'Yoghurt', 'Sugar', 'Water']"
221,Limona Corona,15086,Beer,https://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg,"['Corona', 'Bacardi Limon']"
222,Lady Love Fizz,11634,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg,"['Gin', 'Light cream', 'Powdered sugar', 'Lemon', 'Egg white', 'Carbonated water']"
223,Long Island Tea,11002,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/nkwr4c1606770558.jpg,"['Vodka', 'Light rum', 'Gin', 'Tequila', 'Lemon', 'Coca-Cola']"
224,Lone Tree Cooler,11666,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg,"['Carbonated water', 'Gin', 'Dry Vermouth', 'Powdered sugar', 'Orange spiral', 'Lemon peel']"
225,Lone Tree Cocktail,11664,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,"['Sweet Vermouth', 'Gin']"
226,Lazy Coconut Paloma,178335,Cocktail,https://www.thecocktaildb.com/images/media/drink/rytuex1598719770.jpg,"['Coconut Liqueur', 'Grapefruit Juice', 'Soda Water']"
227,Long Island Iced Tea,17204,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg,"['Vodka', 'Tequila', 'Light rum', 'Gin', 'Coca-Cola', 'Lemon peel']"
228,Lassi - A South Indian Drink,12690,Other/Unknown,https://www.thecocktaildb.com/images/media/drink/iq6scx1487603980.jpg,"['Yoghurt', 'Water', 'Cumin seed', 'Salt', 'Mint']"
229,Melya,12776,Coffee / Tea,https://www.thecocktaildb.com/images/media/drink/xwtptq1441247579.jpg,"['Espresso', 'Honey', 'Cocoa powder']"
230,Mojito,11000,Cocktail,https://www.thecocktaildb.com/images/media/drink/metwgh1606770327.jpg,"['Light rum', 'Lime', 'Sugar', 'Mint', 'Soda water']"
231,Mimosa,17205,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/juhcuu1504370685.jpg,"['Champagne', 'Orange juice']"
232,Mai Tai,11690,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg,"['Light rum', 'Orgeat syrup', 'Triple sec', 'Sweet and sour', 'Cherry']"
233,Martini,11728,Cocktail,https://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg,"['Gin', 'Dry Vermouth', 'Olive']"
234,Margarita,11007,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/5noda61589575158.jpg,"['Tequila', 'Triple sec', 'Lime juice', 'Salt']"
235,Manhattan,11008,Cocktail,https://www.thecocktaildb.com/images/media/drink/yk70e31606771240.jpg,"['Sweet Vermouth', 'Bourbon', 'Angostura bitters', 'Ice', 'Maraschino cherry', 'Orange peel']"
236,Michelada,178343,Cocktail,https://www.thecocktaildb.com/images/media/drink/u736bd1605907086.jpg,"['Beer', 'Tomato Juice', 'Lime Juice', 'Hot Sauce', 'Worcestershire Sauce', 'Soy Sauce']"
237,Miami Vice,13936,Cocktail,https://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg,"['151 proof rum', 'Pina colada mix', 'Daiquiri mix']"
238,Mudslinger,16041,Punch / Party Drink,https://www.thecocktaildb.com/images/media/drink/hepk6h1504885554.jpg,"['Southern Comfort', 'Orange juice', 'Pepsi Cola']"
239,Moranguito,16196,Shot,https://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg,"['Absinthe', 'Tequila', 'Grenadine']"
240,Mint Julep,17206,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/squyyq1439907312.jpg,"['Mint', 'Bourbon', 'Powdered sugar', 'Water']"
241,Martinez 2,17256,Cocktail,https://www.thecocktaildb.com/images/media/drink/fs6kiq1513708455.jpg,"['Gin', 'Sweet Vermouth', 'Maraschino Liqueur', 'Angostura Bitters']"
242,Masala Chai,12774,Coffee / Tea,https://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg,"['Water', 'Tea', 'Ginger', 'Cardamom', 'Cloves', 'Cinnamon', 'Black pepper', 'Sugar', 'Milk']"
243,Mulled Wine,12988,Punch / Party Drink,https://www.thecocktaildb.com/images/media/drink/iuwi6h1504735724.jpg,"['Water', 'Sugar', 'Cloves', 'Cinnamon', 'Lemon peel', 'Red wine', 'Brandy']"
244,Moscow Mule,11009,Punch / Party Drink,https://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg,"['Vodka', 'Lime juice', 'Ginger ale']"
245,Mocha-Berry,14209,Coffee / Tea,https://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg,"['Coffee', 'Chambord raspberry liqueur', 'Cocoa powder', 'Whipped cream']"
246,Munich Mule,178315,Cocktail,https://www.thecocktaildb.com/images/media/drink/rj55pl1582476101.jpg,"['Gin', 'Lime Juice', 'Ginger Beer', 'Cucumber', 'lemon']"
247,Mojito Extra,15841,Cocktail,https://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg,"['Mint', 'Lemon juice', 'Dark rum', 'Club soda', 'Angostura bitters']"
248,Monkey Gland,17189,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg,"['Gin', 'Benedictine', 'Orange juice', 'Grenadine']"
249,Monkey Wrench,11798,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/bw2noj1582473243.jpg,"['Light rum', 'Grapefruit juice', 'Bitters']"
250,Midnight Manx,13825,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/uqqurp1441208231.jpg,"['Kahlua', 'Baileys irish cream', 'Goldschlager', 'Heavy cream', 'Coffee']"
251,Mother's Milk,14053,Shot,https://www.thecocktaildb.com/images/media/drink/7stuuh1504885399.jpg,"['Goldschlager', 'Butterscotch schnapps', 'Milk']"
252,Midnight Mint,14842,Cocktail,https://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,"['Baileys irish cream', 'White Creme de Menthe', 'Cream']"
253,Mary Pickford,17188,Cocktail,https://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,"['Light rum', 'Pineapple juice', 'Maraschino liqueur', 'Grenadine', 'Maraschino cherry']"
254,Negroni,11003,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/qgdu971561574065.jpg,"['Gin', 'Campari', 'Sweet Vermouth']"
255,New York Sour,11844,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/61wgch1504882795.jpg,"['Blended whiskey', 'Lemon', 'Sugar', 'Red wine', 'Lemon', 'Cherry']"
256,Nutty Irishman,13861,Milk / Float / Shake,https://www.thecocktaildb.com/images/media/drink/xspupx1441248014.jpg,"['Baileys irish cream', 'Frangelico', 'Milk']"
257,National Aquarium,13192,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/dlw0om1503565021.jpg,"['Rum', 'Vodka', 'Gin', 'Blue Curacao', 'Sour mix', 'Lemon-lime soda']"
258,New York Lemonade,13204,Cocktail,https://www.thecocktaildb.com/images/media/drink/b3n0ge1503565473.jpg,"['Absolut Citron', 'Grand Marnier', 'Lemon juice', 'Club soda']"
259,Nuked Hot Chocolate,12746,Cocoa,https://www.thecocktaildb.com/images/media/drink/xcu6nb1487603142.jpg,"['Cocoa powder', 'Sugar', 'Vanilla extract', 'Milk']"
260,Orgasm,11872,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/vr6kle1504886114.jpg,"['Creme de Cacao', 'Amaretto', 'Triple sec', 'Vodka', 'Light cream']"
261,Old Pal,17827,Cocktail,https://www.thecocktaildb.com/images/media/drink/x03td31521761009.jpg,"['Rye whiskey', 'Campari', 'Dry Vermouth']"
262,Orangeade,12618,Cocktail,https://www.thecocktaildb.com/images/media/drink/ytsxxw1441167732.jpg,"['Lemon juice', 'Orange juice', 'Sugar syrup', 'Soda water']"
263,Orange Whip,16995,Other/Unknown,https://www.thecocktaildb.com/images/media/drink/ttyrxr1454514759.jpg,"['Orange juice', 'Rum', 'Vodka', 'Cream', 'Ice']"
264,Orange Oasis,11870,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/su1olx1582473812.jpg,"['Cherry brandy', 'Gin', 'Orange juice', 'Ginger ale']"
265,Orange Crush,15330,Shot,https://www.thecocktaildb.com/images/media/drink/zvoics1504885926.jpg,"['Vodka', 'Triple sec', 'Orange juice']"
266,Old Fashioned,11001,Cocktail,https://www.thecocktaildb.com/images/media/drink/vrwquq1478252802.jpg,"['Bourbon', 'Angostura bitters', 'Sugar', 'Water']"
267,Oreo Mudslide,13499,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/tpwwut1468925017.jpg,"['Vodka', 'Kahlua', 'Baileys irish cream', 'Vanilla ice-cream', 'Oreo cookie']"
268,Orange Push-up,14586,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/mgf0y91503565781.jpg,"['Spiced rum', 'Grenadine', 'Orange juice', 'Sour mix']"
269,Oatmeal Cookie,17266,Cocktail,https://www.thecocktaildb.com/images/media/drink/bsvmlg1515792693.jpg,"['Kahlua', 'Bailey', 'Butterscotch schnapps', 'Jagermeister', 'Goldschlager']"
270,Orange Rosemary Collins,178341,Cocktail,https://www.thecocktaildb.com/images/media/drink/mokcas1604179977.jpg,"['Gin', 'Orange Juice', 'Lemon Juice', 'Rosemary Syrup', 'Soda Water', 'Rosemary', 'Orange Peel']"
271,Orange Scented Hot Chocolate,12748,Cocoa,https://www.thecocktaildb.com/images/media/drink/hdzwrh1487603131.jpg,"['Milk', 'Chocolate', 'Orange peel', 'Espresso', 'Nutmeg']"
272,Owen's Grandmother's Revenge,13200,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/0wt4uo1503565321.jpg,"['Whiskey', 'Beer', 'Lemonade', 'Ice']"
273,Paloma,17253,Cocktail,https://www.thecocktaildb.com/images/media/drink/samm5j1513706393.jpg,"['Grape Soda', 'Tequila']"
274,Pink Gin,11936,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/qyr51e1504888618.jpg,"['Bitters', 'Gin']"
275,Paradise,17190,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/ejozd71504351060.jpg,"['Gin', 'Apricot Brandy', 'Orange Juice']"
276,Pink Lady,11938,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/5ia6j21504887829.jpg,"['Gin', 'Grenadine', 'Light cream', 'Egg white']"
277,Pegu Club,17249,Cocktail,https://www.thecocktaildb.com/images/media/drink/jfkemm1513703902.jpg,"['Gin', 'Orange Curacao', 'Lime Juice', 'Angostura Bitters', 'Orange Bitters']"
278,Pink Moon,178354,Cocktail,https://www.thecocktaildb.com/images/media/drink/lnjoc81619696191.jpg,"['Gin', 'Coconut Liqueur', 'Elderflower cordial', 'Lime Juice', 'Blackberries']"
279,Pisco Sour,13214,Cocktail,https://www.thecocktaildb.com/images/media/drink/tsssur1439907622.jpg,"['Pisco', 'Lemon juice', 'Sugar', 'Ice', 'Egg White']"
280,Porto flip,17192,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/64x5j41504351518.jpg,"['Brandy', 'Port', 'Egg Yolk']"
281,Penicillin,17829,Cocktail,https://www.thecocktaildb.com/images/media/drink/hc9b1a1521853096.jpg,"['Blended Scotch', 'Lemon Juice', 'Honey syrup', 'Ginger Syrup', 'Islay single malt Scotch']"
282,Pina Colada,17207,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/cpf4j51504371346.jpg,"['Light rum', 'Coconut milk', 'Pineapple']"
283,Pink Penocha,16992,Punch / Party Drink,https://www.thecocktaildb.com/images/media/drink/6vigjx1503564007.jpg,"['Everclear', 'Vodka', 'Peach schnapps', 'Orange juice', 'Cranberry juice']"
284,Pure Passion,178338,Cocktail,https://www.thecocktaildb.com/images/media/drink/4tymma1604179273.jpg,"['Rum', 'Passoa', 'Lime Juice', 'Passion fruit syrup', 'Peach Bitters', 'Mint']"
285,Popped cherry,13072,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/sxvrwv1473344825.jpg,"['Vodka', 'Cherry liqueur', 'Cranberry juice', 'Orange juice']"
286,Poppy Cocktail,11959,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/cslw1w1504389915.jpg,"['Gin', 'Creme de Cacao']"
287,Port Wine Flip,11965,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/vrprxu1441553844.jpg,"['Port', 'Light cream', 'Powdered sugar', 'Egg', 'Nutmeg']"
288,Planter's Punch,17191,Punch / Party Drink,https://www.thecocktaildb.com/images/media/drink/fdk8a31606854815.jpg,"['Dark rum', 'Orgeat syrup', 'Orange juice', 'Pineapple juice']"
289,Pineapple Paloma,178327,Cocktail,https://www.thecocktaildb.com/images/media/drink/pg8iw31593351601.jpg,"['Tequila', 'Grapefruit Juice', 'Fresh Lime Juice', 'Pineapple Juice', 'Lime', 'Pepper']"
290,Port And Starboard,11961,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/wxvupx1441553911.jpg,"['Grenadine', 'Green Creme de Menthe']"
291,Port Wine Cocktail,11963,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/qruprq1441553976.jpg,"['Port', 'Brandy']"
292,Pysch Vitamin Light,15092,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/xsqsxw1441553580.jpg,"['Orange juice', 'Apple juice', 'Pineapple juice', 'Ice']"
293,Pink Panty Pulldowns,13535,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/squsuy1468926657.jpg,"['Sprite', 'Pink lemonade', 'Vodka']"
294,Passion Fruit Martini,178323,Cocktail,https://www.thecocktaildb.com/images/media/drink/6trfve1582473527.jpg,"['Vodka', 'Sugar Syrup', 'Passion fruit juice']"
295,Pineapple Gingerale Smoothie,12718,Other/Unknown,https://www.thecocktaildb.com/images/media/drink/eg9i1d1487603469.jpg,"['Ginger', 'Pineapple']"
296,Quentin,11993,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/spxtqp1478963398.jpg,"['Dark rum', 'Kahlua', 'Light cream', 'Nutmeg']"
297,Queen Bee,11987,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/rvvpxu1478963194.jpg,"['Coffee brandy', 'Lime vodka', 'Sherry']"
298,Quick F**K,13198,Shot,https://www.thecocktaildb.com/images/media/drink/wvtwpp1478963454.jpg,"['Kahlua', 'Midori melon liqueur', 'Baileys irish cream']"
299,Quick-sand,15761,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/vprxqv1478963533.jpg,"['Black Sambuca', 'Orange juice']"
300,Queen Charlotte,11989,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/vqruyt1478963249.jpg,"['Red wine', 'Grenadine', 'Lemon-lime soda']"
301,Queen Elizabeth,11991,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/vpqspv1478963339.jpg,"['Dry Vermouth', 'Gin', 'Benedictine']"
302,Quaker's Cocktail,11983,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/yrqppx1478962314.jpg,"['Light rum', 'Brandy', 'Lemon', 'Raspberry syrup']"
303,Quarter Deck Cocktail,11985,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/qrwvps1478963017.jpg,"['Light rum', 'Sherry', 'Lime']"
304,Rose,17208,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/8kxbvq1504371462.jpg,"['Dry Vermouth', 'Gin', 'Apricot brandy', 'Lemon juice', 'Grenadine', 'Powdered sugar']"
305,Radler,16031,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/xz8igv1504888995.jpg,"['Beer', '7-Up']"
306,Rum Sour,12093,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/bylfi21504886323.jpg,"['Light rum', 'Lemon juice', 'Sugar', 'Orange', 'Maraschino cherry']"
307,Rum Toddy,12097,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/athdk71504886286.jpg,"['Rum', 'Powdered sugar', 'Lemon peel', 'Water']"
308,Rum Punch,14978,Punch / Party Drink,https://www.thecocktaildb.com/images/media/drink/wyrsxu1441554538.jpg,"['Rum', 'Ginger ale', 'Fruit punch', 'Orange juice', 'Ice']"
309,Royal Fizz,12055,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/wrh44j1504390609.jpg,"['Gin', 'Sweet and sour', 'Egg', 'Coca-Cola']"
310,Rum Cooler,12071,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/2hgwsb1504888674.jpg,"['Rum', 'Lemon-lime soda', 'Lemon']"
311,Rusty Nail,12101,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/yqsvtw1478252982.jpg,"['Scotch', 'Drambuie', 'Lemon peel']"
312,Rum Runner,16250,Punch / Party Drink,https://www.thecocktaildb.com/images/media/drink/vqws6t1504888857.jpg,"['Malibu rum', 'Blackberry brandy', 'Orange juice', 'Pineapple juice', 'Cranberry juice']"
313,Rum Cobbler,12067,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/5vh9ld1504390683.jpg,"['Sugar', 'Club soda', 'Lemon', 'Dark rum', 'Maraschino cherry', 'Orange']"
314,Red Snapper,14087,Shot,https://www.thecocktaildb.com/images/media/drink/7p607y1504735343.jpg,"['Crown Royal', 'Amaretto', 'Cranberry juice']"
315,Royal Flush,15082,Shot,https://www.thecocktaildb.com/images/media/drink/7rnm8u1504888527.jpg,"['Crown Royal', 'Peach schnapps', 'Chambord raspberry liqueur', 'Cranberry juice']"
316,Royal Bitch,17122,Shot,https://www.thecocktaildb.com/images/media/drink/qupuyr1441210090.jpg,"['Frangelico', 'Crown Royal']"
317,Ruby Tuesday,17114,Cocktail,https://www.thecocktaildb.com/images/media/drink/qsyqqq1441553437.jpg,"['Gin', 'Cranberry juice', 'Grenadine']"
318,Rail Splitter,12630,Cocktail,https://www.thecocktaildb.com/images/media/drink/stsuqq1441207660.jpg,"['Sugar syrup', 'Lemon juice', 'Ginger ale']"
319,Rosemary Blue,17245,Cocktail,https://www.thecocktaildb.com/images/media/drink/qwc5f91512406543.jpg,"['Gin', 'Blue Curacao', 'Tonic Water', 'Rosemary']"
320,Royal Gin Fizz,12057,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/pe1x1c1504735672.jpg,"['Gin', 'Lemon', 'Powdered sugar', 'Egg', 'Carbonated water']"
321,Rum Milk Punch,12087,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/w64lqm1504888810.jpg,"['Light rum', 'Milk', 'Powdered sugar', 'Nutmeg']"
322,Raspberry Julep,178333,Cocktail,https://www.thecocktaildb.com/images/media/drink/hyztmx1598719265.jpg,"['Bourbon', 'Raspberry syrup', 'Mint']"
323,Rum Screwdriver,12091,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/4c85zq1511782093.jpg,"['Light rum', 'Orange juice']"
324,Raspberry Cooler,17167,Other/Unknown,https://www.thecocktaildb.com/images/media/drink/suqyyx1441254346.jpg,"['Raspberry vodka', 'Lemon-lime soda', 'Ice']"
325,Rum Old-fashioned,12089,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/otn2011504820649.jpg,"['Light rum', '151 proof rum', 'Powdered sugar', 'Bitters', 'Water', 'Lime peel']"
326,Russian Spring Punch,17214,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/ctt20s1504373488.jpg,"['Vodka', 'Creme de Cassis', 'Sugar Syrup', 'Lemon Juice']"
327,Radioactive Long Island Iced Tea,16984,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/rdvqmh1503563512.jpg,"['Rum', 'Vodka', 'Tequila', 'Gin', 'Triple sec', 'Chambord raspberry liqueur', 'Midori melon liqueur', 'Malibu rum']"
328,Smut,17141,Punch / Party Drink,https://www.thecocktaildb.com/images/media/drink/rx8k8e1504365812.jpg,"['Red wine', 'Peach schnapps', 'Pepsi Cola', 'Orange juice']"
329,Spritz,17215,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/j9evx11504373665.jpg,"['Prosecco', 'Campari', 'Soda Water']"
330,Sazerac,12127,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/vvpxwy1439907208.jpg,"['Ricard', 'Sugar', 'Peychaud bitters', 'Water', 'Bourbon', 'Lemon peel']"
331,Scooter,12130,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg,"['Brandy', 'Amaretto', 'Light cream']"
332,Sidecar,12196,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/x72sik1606854964.jpg,"['Cognac', 'Cointreau', 'Lemon juice']"
333,Sangria,13020,Punch / Party Drink,https://www.thecocktaildb.com/images/media/drink/xrvxpp1441249280.jpg,"['Red wine', 'Sugar', 'Orange juice', 'Lemon juice', 'Cloves', 'Cinnamon']"
334,Stinger,17193,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/2ahv791504352433.jpg,"['Brandy', 'White Creme de Menthe']"
335,Snowday,178349,Cocktail,https://www.thecocktaildb.com/images/media/drink/4n1ipk1614009624.jpg,"['Vodka', 'Amaro Montenegro', 'Ruby Port', 'Blood Orange', 'Angostura Bitters', 'Orange Peel']"
336,Snowball,14195,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/7ibfs61504735416.jpg,"['Advocaat', 'Lemonade', 'Lemon', 'Ice']"
337,Shot-gun,16985,Shot,https://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg,"['Jim Beam', 'Jack Daniels', 'Wild Turkey']"
338,Spice 75,178322,Cocktail,https://www.thecocktaildb.com/images/media/drink/0108c41576797064.jpg,"['Sugar', 'Allspice', 'Rum', 'Lime Juice', 'Champagne', 'Orange spiral']"
339,Salty Dog,12107,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg,"['Grapefruit juice', 'Gin', 'Salt']"
340,Stone Sour,12308,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg,"['Apricot brandy', 'Orange juice', 'Sweet and sour']"
341,Sea breeze,13377,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg,"['Vodka', 'Cranberry juice', 'Grapefruit juice']"
342,Scotch Sour,12158,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg,"['Scotch', 'Lime', 'Powdered sugar', 'Lemon', 'Cherry']"
343,Screwdriver,12162,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg,"['Vodka', 'Orange juice']"
344,Sherry Flip,12190,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg,"['Sherry', 'Light cream', 'Powdered sugar', 'Egg', 'Nutmeg']"
345,Sweet Tooth,16990,Milk / Float / Shake,https://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg,"['Godiva liqueur', 'Milk']"
346,Sol Y Sombra,12256,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg,"['Brandy', 'Anisette']"
347,Shark Attack,16273,Cocktail,https://www.thecocktaildb.com/images/media/drink/uv96zr1504793256.jpg,"['Lemonade', 'Water', 'Vodka']"
348,Sherry Eggnog,12188,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg,"['Sherry', 'Powdered sugar', 'Egg', 'Milk', 'Nutmeg']"
349,Sweet Bananas,12724,Milk / Float / Shake,https://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg,"['Milk', 'Banana', 'Honey']"
350,Sweet Sangria,13024,Punch / Party Drink,https://www.thecocktaildb.com/images/media/drink/uqqvsp1468924228.jpg,"['Red wine', 'Sugar', 'Water', 'Apple', 'Orange', 'Lime', 'Lemon', 'Fresca']"
351,San Francisco,15184,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/szmj2d1504889961.jpg,"['Vodka', 'Creme de Banane', 'Grenadine', 'Orange juice']"
352,Space Odyssey,15226,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/vxtjbx1504817842.jpg,"['151 proof rum', 'Malibu rum', 'Pineapple juice', 'Orange juice', 'Grenadine', 'Cherries']"
353,Thriller,12388,Ordinary Drink,https://www.thecocktaildb.com/images/media/drink/rvuswq1461867714.jpg,"['Scotch', 'Wine', 'Orange juice']"
354,Tia-Maria,12856,Homemade Liqueur,https://www.thecocktaildb.com/images/media/drink/sih81u1504367097.jpg,"['Water', 'Brown sugar', 'Coffee', 'Rum', 'Vanilla extract']"
